"id","cve","project_name","description","mistakes","tag_list__id","tag_list__tag"
"1448","CVE-2017-5082","chromium","Insufficient hardening in credit card editor. FLAG_SECURE is not used within\nChrome on Android when putting in prefilled credit card numbers. This would\nallow another application on the same device to see the screen and capture\nthe numbers. By comparison Android Pay and Android Wallet use FLAG_SECURE for\ncredit card entry.\n","null","22","cwe-200"
"","","","","","102","language-java"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"1176","CVE-2015-6775","chromium","A static method which doesn't use signatures could allow a remote \nattacker to cause denial of service or possibly access secure \ninformation by creating a ""fake"" object and passing it to this \nstatic method. \n","The Chromuim team's inital commit contained a bug. This snippit of code went\nthrough multiple code reviews and tests yet still manages to exist in the \nsystem. The code was noted as confusing several times in the commits and yet \nnothing was not to simplify the code or separate it out into multiple files \nfor easier readability. Complex code tends to hide vulnerabilities such as \nthis one and needs to be carefully reviewed before sent to production.\n","8","bounty"
"","","","","","60","cwe-843"
"","","","","","94","discover-automated"
"","","","","","96","internal"
"","","","","","109","distrust-input"
"","","","","","254","subsystem-chromium-pdfium"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"725","CVE-2012-5154","chromium","An Integer overflow in a web browser could allow attackers to\ncause a denial of service attack. It could also allow for other impacts through ""vectors""\nrelated to the allocation of shared memory.\n","If the requirements for the use of this buffer were laid out completely, the programmer may have known to check its\nsize upon the Implementation phase.\n\nThis programmer, however, could possibly have just forgotten to check the buffer size, which is a coding mistake.\n","5","lifetime-1y2y"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","114","yagni"
"","","","","","117","small-fix"
"","","","","","125","subsystem-chromium-internals"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"131","CVE-2010-3117","chromium","Chrome crashes on shutdown due to the notification UI manager not being closed early enough.","The issue ultimately stems from not having kept track of the lifespans of an object's dependencies when modifying the object's own lifespan. Additionally, the impact of the issue was enhanced by it providing a potential sandbox escape for an attacker, which didn't need to be the case.\n","1","lifetime-30d"
"","","","","","8","bounty"
"","","","","","32","cwe-459"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","139","subsystem-chromium-renderer"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1186","CVE-2015-6786","chromium","The Content Security Policy (CSP) is used to prevent attacks such as\ncross-site scripting (XSS). It defines approved origins of content that\ncan be loaded on the site. When a policy of 'script-src *' was used in Chromium,\nit allowed content to be loaded that was explictly banned by the standard.\n","The mistake made was not fully supporting the standard. Some of the standard was implemented but a special case for wildcard sources was left out. The team seemed to be actively working on adding support for the standard at the time of the report, so the fix may have come later on its own. The fix may be related to incomplete planning. When the bug was reported, the first comment was asking if someone else had already fixed it, assuming they were working on it. The other person responded that they never worked on it. This may indicate the work was not fully planned before implementation and they were informally assigning large parts of the standard to different people, leading to a missed detail in the implementation.","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","106","least-privilege"
"","","","","","116","big-fix"
"","","","","","191","subsystem-chromium-webcore"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"198","CVE-2011-0470","chromium","This issue was reported on Oct. 5 2010 by chromium user 'Eroman', and fixed by\nuser 'johnnyg' on Dec. 1 2010\n\nfrom the chromium Notifications subsystem\n\nGoogle chrome did not properly handle an extensions notifications, thus allowing\nremote attackers to cause the application to crash (denial of service) through the\nuse of unspecified vectors.\n","This vulnerability is a result of chrome not properly handling extensions\nnotification, allowing remote attackers to cause a system crash. The root\nof this problem could be found in the notifications subsystem. Generally,\nwhen you have something open in your code, when you finish using it, it is\nimportant to properly collect and close anything that is left. The issue\nthat occured here is that the notification 'balloons' were not properly\ncollected before attempting to close them. This led to a race condition\nthat happened on shut down. The browser would stop all rendering and force\nwindows to close. The code in the notifications subsystem would then detect\nthe renderer being shut down as well, and attempt to close the window a\nsecond time. The fix was introduced by properly collecting all notification\nballoons on shut down, and closing all of those first. This way, there is\nnothing left to try and close the window a second time after the window\nalready shuts down. This looks like a proper fix, and addresses the issue\nat multiple points in the system.\n","4","lifetime-180d1y"
